axLength,RotTrans,nfp,helicity,rc1,zs1,rc2,zs2,b2c,r_singularity,d2_volume_d_psi2,B20_var,etabar,max_elong,lgradB,lgrad_gradB,min_R0
6.36244941578751,0.08168160218620706,3,False,-0.0035864968345650375,-0.07474663428843757,-0.0022236591694406362,-0.0028578992835292722,-0.8094636180985438,0.03746209862800482,864.7697596652766,3.9784282076531774,-0.6481833293523923,4.721126793444343,0.3634742414841829,0.22997299141551447,0.9941898439959943
6.28500589803827,0.004573782714779042,3,False,-0.010629105132006883,-0.001633829410912307,-0.0012064869723360863,-0.001330670268620419,-0.5965460779753755,0.05708782644289669,108.88359368478564,0.03916568059000758,-0.34660113831508044,9.412128382216745,0.904444545138687,0.3628613557637441,0.9881644078956571
6.288695616707635,0.09224065670899657,3,False,-0.015741990504136157,-0.001575087151048955,-0.003934723581799898,-0.004362063352847403,-0.011847926772867747,0.04661329819154635,750.8592075853546,0.7393676635392135,-0.5294748012609319,4.723639026774387,0.6399382563427509,0.1773789069478556,0.9803232859140639
6.288841491286165,0.043060985918691994,3,False,-0.005383449461664696,-0.016336297556485673,-0.004878143591799191,-0.0014286392491621885,-0.07166136565464824,0.039255067482504284,549.9103046691965,0.8272363522592019,-0.5135293714420331,5.297501002819099,0.6417261217238551,0.2059108925522099,0.9897384069465361
6.288973464897814,0.053809124923982564,3,False,-0.016065250670987116,-0.00716276987701347,-0.0015522265442673116,-0.004713641366396699,-0.245015190736023,0.05911244714549846,538.8781732945212,1.2509929490026188,-0.5115441897692633,4.595301191630492,0.578935739722289,0.18036448738766964,0.9823825227847456
6.284526333337617,0.008132342810551474,3,False,-0.0031472561063050027,-0.005824276427472998,-0.0010509589151488866,-0.0034085302484516498,-4.184132653063799,0.038227395341461703,-414.2538688996815,0.21763559923692588,-0.36220032146751185,8.219483152904441,0.757903694676221,0.2501290518462293,0.9958017849785462
6.290153308157982,0.12483910358771187,3,False,-0.01577517859010103,-0.003226511622512526,-0.004479588916759797,-0.006151842370478544,-0.08240125457661818,0.035568457652452444,634.0674756141465,1.989759913741679,-0.4772566531013319,5.984385831909298,0.45762225543373614,0.1479831122281113,0.9797452324931392
6.335934577684725,0.36632679515556726,3,False,-0.0093850013651439,-0.057705292035162205,-0.007656315489705484,-0.004552588855859137,-0.2825351444554244,0.03500192259113726,1075.3493448660126,7.043015957410356,-0.7486833397141168,5.048905181143078,0.2825425535740154,0.12507057104025185,0.9829586831451507
8.184339921552978,2.5359234949464735,3,True,-0.2955524493129407,-0.2512231423668045,-0.004743633412927749,-0.001347058432744859,-5.984469502280679,0.05182589753015538,-1303.3761036724277,3.9889087342171026,-0.5633487138497576,12.502051408548665,0.19397299966942905,0.09206531686503658,0.6997039172741316
6.298160571466256,0.5064673138032375,3,False,-0.009097898183210936,-0.020250994730848026,-0.008758155419582393,-0.007993252093003039,-0.10158966347945458,0.030213576904857098,1371.1383219313427,7.222614004937126,-0.6725662819134149,4.189485522839314,0.2971069167422267,0.11397519533741177,0.9821439463972067
